TRANSACTION_ID,ACCOUNT_ID,TRANSACTION_DATE,TRANSACTION_TYPE,TRANSACTION_AMOUNT,CHANNEL,MERCHANT_CATEGORY,DESCRIPTION,POST_DATE,CURRENCY_CODE
H000000054,A00000109,02NOV2023,PMT,1139.24,ACH,7011,PMT POS REF465670,02NOV2023,USD
H000000055,A00000117,02NOV2023,REV,73.16,ATM,4900,REV ATM REF741586,02NOV2023,USD
H000000056,A00000119,02NOV2023,DEP,67.66,ACH,5411,DEP MOBILE REF110063,02NOV2023,USD
H000000057,A00000119,02NOV2023,WDR,127.42,ATM,7011,WDR WIRE REF154235,02NOV2023,USD
H000000058,A00000119,02NOV2023,WDR,205.25,ONLINE,5812,WDR ONLINE REF678865,02NOV2023,USD
H000000059,A00000121,02NOV2023,CHG,25.00,MOBILE,5912,CHG WIRE REF310358,02NOV2023,USD
H000000060,A00000124,02NOV2023,PMT,3008.79,MOBILE,5912,PMT MOBILE REF197640,02NOV2023,USD
H000000061,A00000128,02NOV2023,WDR,18.43,ONLINE,0000,WDR ONLINE REF777660,02NOV2023,USD
H000000062,A00000132,02NOV2023,DEP,80.21,ONLINE,0000,DEP BRANCH REF935399,02NOV2023,USD
H000000063,A00000141,02NOV2023,TRF,180.50,POS,0000,TRF ACH REF637965,02NOV2023,USD
H000000064,A00000141,02NOV2023,REV,68.05,BRANCH,5411,REV ONLINE REF864947,02NOV2023,USD
H000000065,A00000143,02NOV2023,WDR,70.33,ACH,7011,WDR ACH REF948840,02NOV2023,USD
H000000066,A00000143,02NOV2023,WDR,13.79,POS,7011,WDR ATM REF101019,02NOV2023,USD
H000000067,A00000145,02NOV2023,PMT,278.23,MOBILE,5411,PMT MOBILE REF594008,02NOV2023,USD
H000000068,A00000145,02NOV2023,FEE,3.00,ATM,5541,FEE BRANCH REF560394,02NOV2023,USD
H000000069,A00000148,02NOV2023,TRF,-32.35,ATM,5541,TRF WIRE REF699685,03NOV2023,USD
H000000070,A00000153,02NOV2023,TRF,13.26,MOBILE,5812,TRF BRANCH REF477104,02NOV2023,USD
H000000071,A00000157,02NOV2023,CHG,12.00,WIRE,5411,CHG ACH REF368835,03NOV2023,USD
H000000072,A00000159,02NOV2023,INT,101.69,ONLINE,5912,INT ACH REF637018,03NOV2023,USD
H000000073,A00000160,02NOV2023,REV,299.75,WIRE,5912,REV ACH REF597073,02NOV2023,USD
H000000074,A00000160,02NOV2023,REV,154.48,WIRE,6011,REV BRANCH REF172502,03NOV2023,USD
H000000075,A00000160,02NOV2023,DEP,609.32,ATM,5812,DEP WIRE REF240782,03NOV2023,USD
H000000076,A00000163,02NOV2023,FEE,25.00,BRANCH,0000,FEE BRANCH REF814070,02NOV2023,USD
H000000077,A00000165,02NOV2023,WDR,74.77,ONLINE,5812,WDR WIRE REF241391,02NOV2023,USD
H000000078,A00000170,02NOV2023,FEE,3.00,WIRE,7011,FEE ACH REF122890,02NOV2023,USD
H000000079,A00000170,02NOV2023,TRF,-94.85,BRANCH,7011,TRF ATM REF218740,02NOV2023,USD
H000000080,A00000173,02NOV2023,PMT,277.63,MOBILE,6011,PMT ATM REF697168,02NOV2023,USD
H000000081,A00000177,02NOV2023,PMT,2251.54,MOBILE,4900,PMT POS REF444222,02NOV2023,USD
H000000082,A00000177,02NOV2023,CHG,9.95,ACH,5411,CHG MOBILE REF214454,02NOV2023,USD
H000000083,A00000178,02NOV2023,INT,89.22,POS,5411,INT MOBILE REF171951,02NOV2023,USD
H000000084,A00000179,02NOV2023,PMT,2318.23,WIRE,4900,PMT ATM REF107464,02NOV2023,USD
H000000085,A00000182,02NOV2023,DEP,38.60,POS,5541,DEP WIRE REF731154,03NOV2023,USD
H000000086,A00000187,02NOV2023,PMT,2781.68,POS,5912,PMT POS REF457095,02NOV2023,USD
H000000087,A00000187,02NOV2023,CHG,9.95,ONLINE,7011,CHG ACH REF568032,02NOV2023,USD
H000000088,A00000198,02NOV2023,DEP,138.34,POS,5812,DEP ACH REF798087,02NOV2023,USD
H000000089,A00000199,02NOV2023,INT,55.22,WIRE,7011,INT ONLINE REF260737,02NOV2023,USD
H000000090,A00000200,02NOV2023,INT,16.08,WIRE,5411,INT ATM REF100415,02NOV2023,USD
H000000091,A00000202,02NOV2023,FEE,12.00,BRANCH,4900,FEE ACH REF472926,02NOV2023,USD
H000000092,A00000208,02NOV2023,DEP,5.68,BRANCH,5541,DEP POS REF230311,03NOV2023,USD
H000000093,A00000208,02NOV2023,INT,85.11,MOBILE,4900,INT ACH REF400558,02NOV2023,USD
H000000094,A00000209,02NOV2023,WDR,21.30,POS,4900,WDR BRANCH REF956226,02NOV2023,USD
H000000095,A00000211,02NOV2023,WDR,89.97,BRANCH,5912,WDR ONLINE REF673070,02NOV2023,USD
H000000096,A00000212,02NOV2023,INT,231.50,ATM,4900,INT POS REF218303,02NOV2023,USD
H000000097,A00000213,02NOV2023,PMT,170.43,POS,5812,PMT ATM REF184897,02NOV2023,USD
H000000098,A00000213,02NOV2023,CHG,9.95,ATM,7011,CHG BRANCH REF741133,02NOV2023,USD
H000000099,A00000213,02NOV2023,PMT,112.08,WIRE,5812,PMT WIRE REF176950,02NOV2023,USD
H000000100,A00000214,02NOV2023,INT,108.13,ACH,5541,INT POS REF950371,02NOV2023,USD
H000000101,A00000214,02NOV2023,PMT,181.08,POS,5812,PMT BRANCH REF828231,02NOV2023,USD
H000000102,A00000217,02NOV2023,PMT,1769.05,ATM,5812,PMT ONLINE REF814604,02NOV2023,USD
H000000103,A00000217,02NOV2023,PMT,363.22,ATM,5912,PMT ACH REF796669,02NOV2023,USD
H000000104,A00000217,02NOV2023,FEE,9.95,POS,5812,FEE ACH REF990862,02NOV2023,USD
H000000105,A00000224,02NOV2023,CHG,35.00,ATM,5812,CHG POS REF546534,02NOV2023,USD
H000000106,A00000227,02NOV2023,TRF,50.43,WIRE,7011,TRF ACH REF282702,02NOV2023,USD
H000000107,A00000229,02NOV2023,DEP,11.75,WIRE,6011,DEP ONLINE REF461602,02NOV2023,USD
H000000108,A00000233,02NOV2023,DEP,14.36,ONLINE,0000,DEP WIRE REF885801,02NOV2023,USD
H000000109,A00000234,02NOV2023,DEP,28.41,BRANCH,0000,DEP ONLINE REF634971,02NOV2023,USD
H000000110,A00000239,02NOV2023,PMT,1574.10,ATM,6011,PMT MOBILE REF810409,02NOV2023,USD
H000000111,A00000239,02NOV2023,PMT,1713.96,POS,5541,PMT POS REF848606,02NOV2023,USD
H000000112,A00000241,02NOV2023,INT,165.53,BRANCH,5812,INT ATM REF947148,02NOV2023,USD
H000000113,A00000243,02NOV2023,DEP,75.65,ATM,6011,DEP ACH REF696141,02NOV2023,USD
H000000114,A00000243,02NOV2023,TRF,-10.22,MOBILE,4900,TRF MOBILE REF449738,02NOV2023,USD
H000000115,A00000246,02NOV2023,CHG,9.95,BRANCH,0000,CHG BRANCH REF880981,02NOV2023,USD
H000000116,A00000248,02NOV2023,PMT,1246.41,BRANCH,4900,PMT POS REF187137,02NOV2023,USD
H000000117,A00000252,02NOV2023,FEE,12.00,BRANCH,7011,FEE MOBILE REF425395,02NOV2023,USD
H000000118,A00000253,02NOV2023,WDR,27.03,BRANCH,5541,WDR MOBILE REF480605,02NOV2023,USD
H000000119,A00000253,02NOV2023,WDR,66.47,ACH,5541,WDR ATM REF141455,02NOV2023,USD
H000000120,A00000255,02NOV2023,ADJ,124.84,BRANCH,6011,ADJ POS REF116195,02NOV2023,USD
H000000121,A00000255,02NOV2023,REV,8.90,BRANCH,4900,REV ONLINE REF530668,02NOV2023,USD
H000000122,A00000255,02NOV2023,WDR,17.96,MOBILE,6011,WDR POS REF323268,02NOV2023,USD
H000000123,A00000261,02NOV2023,DEP,24.87,BRANCH,5541,DEP ATM REF987527,02NOV2023,USD
H000000124,A00000262,02NOV2023,DEP,62.12,ONLINE,5541,DEP ACH REF881100,03NOV2023,USD
H000000125,A00000262,02NOV2023,WDR,285.89,ATM,5411,WDR ACH REF173493,03NOV2023,USD
H000000126,A00000267,02NOV2023,CHG,25.00,ATM,7011,CHG BRANCH REF895207,02NOV2023,USD
H000000127,A00000275,02NOV2023,PMT,1784.92,WIRE,4900,PMT ACH REF908752,02NOV2023,USD
H000000128,A00000278,02NOV2023,DEP,24.06,WIRE,5912,DEP WIRE REF853043,02NOV2023,USD
H000000129,A00000279,02NOV2023,REF,1206.05,ATM,7011,REF WIRE REF392462,02NOV2023,USD
H000000130,A00000279,02NOV2023,CHG,12.00,BRANCH,5411,CHG BRANCH REF805717,02NOV2023,USD
H000000131,A00000286,02NOV2023,DEP,90.91,ACH,5411,DEP WIRE REF335910,02NOV2023,USD
H000000132,A00000293,02NOV2023,PMT,1194.75,POS,0000,PMT BRANCH REF408694,03NOV2023,USD
H000000133,A00000294,02NOV2023,PMT,1038.76,POS,5812,PMT ATM REF729029,02NOV2023,USD
H000000134,A00000294,02NOV2023,CHG,12.00,BRANCH,7011,CHG POS REF418916,02NOV2023,USD
H000000135,A00000296,02NOV2023,TRF,-43.79,ACH,5411,TRF WIRE REF196450,02NOV2023,USD
H000000136,A00000296,02NOV2023,FEE,35.00,ONLINE,7011,FEE ONLINE REF726492,03NOV2023,USD
H000000137,A00000296,02NOV2023,TRF,-62.55,ATM,5541,TRF WIRE REF506057,03NOV2023,USD
H000000138,A00000299,02NOV2023,TRF,-35.80,WIRE,5912,TRF MOBILE REF734232,02NOV2023,USD
H000000139,A00000299,02NOV2023,WDR,12.11,ONLINE,5812,WDR BRANCH REF429315,02NOV2023,USD
H000000140,A00000303,02NOV2023,TRF,-43.16,ONLINE,5411,TRF ONLINE REF249596,03NOV2023,USD
H000000141,A00000303,02NOV2023,WDR,396.01,MOBILE,5541,WDR BRANCH REF516945,02NOV2023,USD
H000000142,A00000303,02NOV2023,WDR,766.58,WIRE,7011,WDR ACH REF701204,02NOV2023,USD
H000000143,A00000305,02NOV2023,REF,2499.76,MOBILE,0000,REF WIRE REF659558,02NOV2023,USD
H000000144,A00000309,02NOV2023,CHG,35.00,BRANCH,7011,CHG BRANCH REF169403,02NOV2023,USD
H000000145,A00000309,02NOV2023,PMT,1254.09,ACH,0000,PMT WIRE REF759767,02NOV2023,USD
H000000146,A00000311,02NOV2023,INT,213.45,MOBILE,6011,INT ACH REF707091,03NOV2023,USD
H000000147,A00000320,02NOV2023,REV,44.14,ACH,5411,REV MOBILE REF754322,02NOV2023,USD
H000000148,A00000320,02NOV2023,REV,232.24,POS,6011,REV ACH REF241480,03NOV2023,USD
H000000149,A00000321,02NOV2023,WDR,11.85,WIRE,5411,WDR ACH REF360864,02NOV2023,USD
H000000150,A00000326,02NOV2023,CHG,9.95,BRANCH,5912,CHG MOBILE REF113436,02NOV2023,USD
H000000151,A00000330,02NOV2023,CHG,35.00,BRANCH,5912,CHG BRANCH REF847042,03NOV2023,USD
H000000152,A00000338,02NOV2023,WDR,79.84,MOBILE,5812,WDR ONLINE REF148953,02NOV2023,USD
H000000153,A00000339,02NOV2023,CHG,9.95,MOBILE,4900,CHG ONLINE REF621796,03NOV2023,USD
H000000154,A00000339,02NOV2023,FEE,25.00,POS,6011,FEE WIRE REF818642,03NOV2023,USD
H000000155,A00000339,02NOV2023,INT,29.91,WIRE,5411,INT ONLINE REF665302,02NOV2023,USD
H000000156,A00000344,02NOV2023,CHG,3.00,MOBILE,0000,CHG WIRE REF763521,02NOV2023,USD
H000000157,A00000344,02NOV2023,CHG,3.00,WIRE,7011,CHG ACH REF175371,02NOV2023,USD
H000000158,A00000348,02NOV2023,CHG,35.00,BRANCH,5411,CHG BRANCH REF118889,02NOV2023,USD
H000000159,A00000354,02NOV2023,DEP,113.29,POS,5411,DEP POS REF804227,02NOV2023,USD
H000000160,A00000354,02NOV2023,FEE,12.00,WIRE,4900,FEE ATM REF169713,03NOV2023,USD
H000000161,A00000356,02NOV2023,TRF,30.18,POS,6011,TRF BRANCH REF930714,02NOV2023,USD
H000000162,A00000357,02NOV2023,TRF,130.95,MOBILE,5541,TRF WIRE REF805432,02NOV2023,USD
H000000163,A00000358,02NOV2023,CHG,12.00,BRANCH,4900,CHG ATM REF161542,02NOV2023,USD
H000000164,A00000359,02NOV2023,CHG,3.00,ACH,5411,CHG MOBILE REF761356,02NOV2023,USD
H000000165,A00000362,02NOV2023,CHG,12.00,ONLINE,5541,CHG ATM REF532372,02NOV2023,USD
H000000166,A00000365,02NOV2023,WDR,68.38,POS,5912,WDR POS REF461132,02NOV2023,USD
H000000167,A00000365,02NOV2023,WDR,37.70,MOBILE,7011,WDR WIRE REF452166,02NOV2023,USD
H000000168,A00000372,02NOV2023,FEE,3.00,ACH,5812,FEE ATM REF186364,02NOV2023,USD
H000000169,A00000381,02NOV2023,REF,30.79,POS,5812,REF BRANCH REF500465,02NOV2023,USD
H000000170,A00000381,02NOV2023,INT,31.15,ACH,5812,INT ONLINE REF292084,02NOV2023,USD
H000000171,A00000389,02NOV2023,TRF,-40.58,BRANCH,6011,TRF ATM REF406883,03NOV2023,USD
H000000172,A00000391,02NOV2023,PMT,484.92,ATM,0000,PMT MOBILE REF752835,02NOV2023,USD
H000000173,A00000393,02NOV2023,PMT,731.84,BRANCH,4900,PMT POS REF310900,03NOV2023,USD
H000000174,A00000393,02NOV2023,ADJ,-1580.07,ONLINE,7011,ADJ ONLINE REF592839,02NOV2023,USD
H000000175,A00000397,02NOV2023,PMT,668.60,POS,5812,PMT ONLINE REF403682,03NOV2023,USD
H000000176,A00000400,02NOV2023,CHG,35.00,ONLINE,5812,CHG MOBILE REF801898,02NOV2023,USD
H000000177,A00000405,02NOV2023,REF,1041.12,ONLINE,7011,REF ONLINE REF978193,03NOV2023,USD
H000000178,A00000406,02NOV2023,CHG,3.00,ACH,5912,CHG POS REF230181,02NOV2023,USD
H000000179,A00000407,02NOV2023,PMT,1450.99,ATM,5541,PMT ONLINE REF891130,02NOV2023,USD
H000000180,A00000407,02NOV2023,PMT,1647.23,ATM,6011,PMT WIRE REF113092,02NOV2023,USD
H000000181,A00000410,02NOV2023,INT,142.33,WIRE,5541,INT ONLINE REF840468,02NOV2023,USD
H000000182,A00000413,02NOV2023,WDR,1703.28,BRANCH,5912,WDR ACH REF314949,02NOV2023,USD
H000000183,A00000413,02NOV2023,DEP,83.52,ACH,5912,DEP ONLINE REF553278,02NOV2023,USD
H000000184,A00000414,02NOV2023,WDR,217.74,POS,5912,WDR ONLINE REF286346,03NOV2023,USD
H000000185,A00000414,02NOV2023,WDR,30.81,ONLINE,0000,WDR BRANCH REF253393,02NOV2023,USD
H000000186,A00000418,02NOV2023,TRF,-16.69,BRANCH,5411,TRF WIRE REF878404,03NOV2023,USD
H000000187,A00000419,02NOV2023,DEP,126.71,ATM,5912,DEP POS REF177615,02NOV2023,USD
H000000188,A00000419,02NOV2023,DEP,58.72,ATM,7011,DEP WIRE REF206390,02NOV2023,USD
H000000189,A00000422,02NOV2023,WDR,51.27,POS,5411,WDR POS REF248476,02NOV2023,USD
H000000190,A00000422,02NOV2023,TRF,-24.02,POS,5411,TRF ACH REF195686,02NOV2023,USD
H000000191,A00000422,02NOV2023,DEP,164.98,MOBILE,7011,DEP WIRE REF923430,02NOV2023,USD
H000000192,A00000431,02NOV2023,CHG,12.00,ACH,5812,CHG ATM REF698890,02NOV2023,USD
H000000193,A00000433,02NOV2023,WDR,82.25,BRANCH,0000,WDR BRANCH REF134062,02NOV2023,USD
H000000194,A00000436,02NOV2023,DEP,94.97,BRANCH,5912,DEP ATM REF417794,02NOV2023,USD
H000000195,A00000437,02NOV2023,CHG,35.00,MOBILE,0000,CHG POS REF179510,02NOV2023,USD
H000000196,A00000437,02NOV2023,REF,1604.14,BRANCH,4900,REF ATM REF338784,02NOV2023,USD
H000000197,A00000437,02NOV2023,PMT,1279.88,ONLINE,5812,PMT ACH REF604363,03NOV2023,USD
H000000198,A00000439,02NOV2023,FEE,25.00,POS,6011,FEE MOBILE REF774881,02NOV2023,USD
H000000199,A00000442,02NOV2023,INT,176.78,ATM,5812,INT MOBILE REF811042,02NOV2023,USD
H000000200,A00000443,02NOV2023,CHG,12.00,ATM,4900,CHG ACH REF844804,02NOV2023,USD
H000000201,A00000444,02NOV2023,WDR,532.08,ONLINE,7011,WDR WIRE REF489937,02NOV2023,USD
H000000202,A00000449,02NOV2023,INT,239.26,MOBILE,5812,INT MOBILE REF641544,02NOV2023,USD
H000000203,A00000450,02NOV2023,PMT,1846.14,ATM,5411,PMT POS REF801355,02NOV2023,USD
H000000204,A00000451,02NOV2023,TRF,-31.95,ACH,5812,TRF POS REF669090,02NOV2023,USD
H000000205,A00000451,02NOV2023,TRF,134.39,WIRE,5411,TRF WIRE REF597328,02NOV2023,USD
H000000206,A00000454,02NOV2023,TRF,-7.41,MOBILE,5812,TRF BRANCH REF538279,02NOV2023,USD
H000000207,A00000454,02NOV2023,TRF,-91.48,BRANCH,5812,TRF BRANCH REF211873,02NOV2023,USD
H000000208,A00000454,02NOV2023,DEP,257.16,BRANCH,7011,DEP BRANCH REF217859,02NOV2023,USD
H000000209,A00000464,02NOV2023,CHG,35.00,ONLINE,7011,CHG WIRE REF186118,02NOV2023,USD
H000000210,A00000464,02NOV2023,CHG,9.95,POS,7011,CHG ONLINE REF374809,03NOV2023,USD
H000000211,A00000464,02NOV2023,PMT,1470.64,BRANCH,5812,PMT BRANCH REF174407,02NOV2023,USD
H000000212,A00000468,02NOV2023,WDR,16.42,WIRE,6011,WDR ACH REF754938,03NOV2023,USD
H000000213,A00000471,02NOV2023,WDR,268.73,BRANCH,4900,WDR ACH REF610332,02NOV2023,USD
H000000214,A00000474,02NOV2023,PMT,825.25,WIRE,0000,PMT ATM REF852400,02NOV2023,USD
H000000215,A00000476,02NOV2023,CHG,35.00,ONLINE,6011,CHG ATM REF315548,02NOV2023,USD
H000000216,A00000476,02NOV2023,PMT,1896.15,ONLINE,4900,PMT WIRE REF377443,02NOV2023,USD
H000000217,A00000477,02NOV2023,FEE,12.00,BRANCH,0000,FEE ATM REF616199,02NOV2023,USD
H000000218,A00000478,02NOV2023,INT,22.56,WIRE,5812,INT ATM REF672154,02NOV2023,USD
H000000219,A00000484,02NOV2023,WDR,227.77,ACH,5541,WDR BRANCH REF713161,02NOV2023,USD
H000000220,A00000002,03NOV2023,TRF,-135.40,WIRE,6011,TRF ONLINE REF704697,03NOV2023,USD
H000000221,A00000004,03NOV2023,PMT,1888.27,MOBILE,5541,PMT WIRE REF727318,04NOV2023,USD
H000000222,A00000005,03NOV2023,INT,231.53,MOBILE,6011,INT BRANCH REF303317,03NOV2023,USD
H000000223,A00000005,03NOV2023,PMT,499.24,ACH,6011,PMT WIRE REF251915,04NOV2023,USD
H000000224,A00000011,03NOV2023,PMT,351.02,BRANCH,5812,PMT ONLINE REF304764,04NOV2023,USD
H000000225,A00000011,03NOV2023,CHG,9.95,ONLINE,5411,CHG ONLINE REF676610,03NOV2023,USD
H000000226,A00000013,03NOV2023,WDR,11.19,POS,5812,WDR POS REF692379,03NOV2023,USD
H000000227,A00000018,03NOV2023,DEP,142.67,ATM,4900,DEP ACH REF161208,03NOV2023,USD
H000000228,A00000019,03NOV2023,REF,770.36,POS,0000,REF WIRE REF764348,03NOV2023,USD
H000000229,A00000019,03NOV2023,INT,143.94,ACH,5812,INT WIRE REF139711,03NOV2023,USD
H000000230,A00000019,03NOV2023,CHG,25.00,BRANCH,7011,CHG ONLINE REF465539,03NOV2023,USD
H000000231,A00000025,03NOV2023,DEP,41.39,BRANCH,5912,DEP POS REF610067,03NOV2023,USD
H000000232,A00000026,03NOV2023,INT,42.24,BRANCH,7011,INT ONLINE REF293571,03NOV2023,USD
H000000233,A00000026,03NOV2023,CHG,9.95,BRANCH,0000,CHG MOBILE REF489442,03NOV2023,USD
H000000234,A00000031,03NOV2023,WDR,275.57,POS,0000,WDR WIRE REF979170,03NOV2023,USD
H000000235,A00000031,03NOV2023,TRF,-476.12,WIRE,5411,TRF ATM REF660933,03NOV2023,USD
H000000236,A00000031,03NOV2023,WDR,35.45,ATM,5812,WDR BRANCH REF282347,03NOV2023,USD
H000000237,A00000035,03NOV2023,CHG,9.95,MOBILE,4900,CHG ATM REF411475,03NOV2023,USD
H000000238,A00000036,03NOV2023,INT,224.20,ONLINE,7011,INT ACH REF520393,03NOV2023,USD
H000000239,A00000036,03NOV2023,CHG,25.00,ACH,5912,CHG ATM REF433659,03NOV2023,USD
H000000240,A00000036,03NOV2023,PMT,873.44,MOBILE,5411,PMT ACH REF354429,03NOV2023,USD
H000000241,A00000044,03NOV2023,DEP,95.82,WIRE,6011,DEP MOBILE REF571870,04NOV2023,USD
H000000242,A00000044,03NOV2023,WDR,235.16,MOBILE,5812,WDR WIRE REF668884,04NOV2023,USD
H000000243,A00000046,03NOV2023,WDR,96.85,POS,6011,WDR ONLINE REF730962,03NOV2023,USD
H000000244,A00000048,03NOV2023,ADJ,21.34,ATM,5812,ADJ POS REF778893,03NOV2023,USD
H000000245,A00000048,03NOV2023,DEP,7.29,WIRE,7011,DEP MOBILE REF682176,03NOV2023,USD
H000000246,A00000049,03NOV2023,CHG,3.00,ATM,0000,CHG ACH REF434677,03NOV2023,USD
H000000247,A00000057,03NOV2023,CHG,12.00,MOBILE,5541,CHG POS REF359684,03NOV2023,USD
H000000248,A00000057,03NOV2023,CHG,9.95,ONLINE,7011,CHG ONLINE REF113492,03NOV2023,USD
H000000249,A00000070,03NOV2023,PMT,609.86,ACH,0000,PMT ONLINE REF309607,03NOV2023,USD
H000000250,A00000070,03NOV2023,CHG,12.00,ATM,5912,CHG WIRE REF721178,03NOV2023,USD
H000000251,A00000080,03NOV2023,TRF,23.47,BRANCH,5411,TRF POS REF105190,03NOV2023,USD
H000000252,A00000087,03NOV2023,DEP,20.54,ONLINE,7011,DEP ACH REF872359,04NOV2023,USD
