TRANSACTION_ID,ACCOUNT_ID,TRANSACTION_DATE,TRANSACTION_TYPE,TRANSACTION_AMOUNT,CHANNEL,MERCHANT_CATEGORY,DESCRIPTION,POST_DATE,CURRENCY_CODE
T000000041,A00000031,31JAN2024,DEP,47.29,ATM,6011,DEP ONLINE REF459641,31JAN2024,USD
T000000042,A00000032,31JAN2024,DEP,361.26,MOBILE,5812,DEP WIRE REF957974,31JAN2024,USD
T000000043,A00000032,31JAN2024,DEP,36.96,WIRE,7011,DEP ATM REF886824,31JAN2024,USD
T000000044,A00000033,31JAN2024,CHG,9.95,WIRE,7011,CHG ONLINE REF697369,31JAN2024,USD
T000000045,A00000033,31JAN2024,FEE,3.00,MOBILE,5812,FEE ONLINE REF943064,31JAN2024,USD
T000000046,A00000033,31JAN2024,FEE,12.00,ATM,0000,FEE WIRE REF725264,31JAN2024,USD
T000000047,A00000034,31JAN2024,DEP,7.52,BRANCH,7011,DEP ACH REF371009,31JAN2024,USD
T000000048,A00000034,31JAN2024,WDR,140.44,POS,5912,WDR MOBILE REF857346,31JAN2024,USD
T000000049,A00000034,31JAN2024,DEP,7.15,ONLINE,5541,DEP ATM REF576305,31JAN2024,USD
T000000050,A00000035,31JAN2024,PMT,2089.52,ACH,5812,PMT ATM REF258234,31JAN2024,USD
T000000051,A00000035,31JAN2024,PMT,412.91,BRANCH,5812,PMT BRANCH REF868983,31JAN2024,USD
T000000052,A00000035,31JAN2024,PMT,368.81,BRANCH,4900,PMT WIRE REF847988,31JAN2024,USD
T000000053,A00000036,31JAN2024,REF,2973.37,ACH,4900,REF POS REF334645,31JAN2024,USD
T000000054,A00000037,31JAN2024,DEP,29.21,ACH,5541,DEP MOBILE REF516217,31JAN2024,USD
T000000055,A00000039,31JAN2024,WDR,466.74,ATM,4900,WDR WIRE REF958823,31JAN2024,USD
T000000056,A00000039,31JAN2024,DEP,43.75,POS,7011,DEP ATM REF916181,31JAN2024,USD
T000000057,A00000039,31JAN2024,FEE,12.00,POS,6011,FEE BRANCH REF129720,31JAN2024,USD
T000000058,A00000040,31JAN2024,TRF,7.33,ONLINE,5812,TRF ATM REF669608,31JAN2024,USD
T000000059,A00000040,31JAN2024,WDR,25.24,BRANCH,5541,WDR ACH REF571286,31JAN2024,USD
T000000060,A00000040,31JAN2024,TRF,139.39,ONLINE,7011,TRF ATM REF234199,31JAN2024,USD
T000000061,A00000042,31JAN2024,PMT,1671.81,ATM,5812,PMT MOBILE REF814104,31JAN2024,USD
T000000062,A00000042,31JAN2024,PMT,80.54,ONLINE,0000,PMT ATM REF553127,31JAN2024,USD
T000000063,A00000043,31JAN2024,DEP,43.19,POS,0000,DEP POS REF327100,31JAN2024,USD
T000000064,A00000044,31JAN2024,DEP,17.21,ONLINE,0000,DEP POS REF811231,31JAN2024,USD
T000000065,A00000044,31JAN2024,DEP,2178.42,BRANCH,6011,DEP MOBILE REF199798,31JAN2024,USD
T000000066,A00000046,31JAN2024,DEP,202.14,ACH,5812,DEP WIRE REF314488,31JAN2024,USD
T000000067,A00000047,31JAN2024,CHG,9.95,ACH,5912,CHG MOBILE REF162435,31JAN2024,USD
T000000068,A00000048,31JAN2024,WDR,116.64,ATM,4900,WDR BRANCH REF997533,31JAN2024,USD
T000000069,A00000048,31JAN2024,TRF,-12.28,MOBILE,6011,TRF ACH REF227185,31JAN2024,USD
T000000070,A00000049,31JAN2024,PMT,1933.37,ONLINE,5411,PMT ONLINE REF557602,31JAN2024,USD
T000000071,A00000052,31JAN2024,PMT,1022.72,BRANCH,5912,PMT BRANCH REF341358,31JAN2024,USD
T000000072,A00000052,31JAN2024,CHG,12.00,ONLINE,6011,CHG BRANCH REF557206,31JAN2024,USD
T000000073,A00000052,31JAN2024,PMT,530.29,ONLINE,6011,PMT BRANCH REF571883,31JAN2024,USD
T000000074,A00000053,31JAN2024,INT,58.37,POS,5912,INT WIRE REF838182,31JAN2024,USD
T000000075,A00000053,31JAN2024,CHG,3.00,BRANCH,5812,CHG POS REF452951,31JAN2024,USD
T000000076,A00000054,31JAN2024,INT,160.55,ACH,7011,INT ACH REF405770,31JAN2024,USD
T000000077,A00000054,31JAN2024,PMT,121.15,MOBILE,0000,PMT ACH REF914731,31JAN2024,USD
T000000078,A00000055,31JAN2024,PMT,1403.33,ATM,7011,PMT ONLINE REF834881,01FEB2024,USD
T000000079,A00000055,31JAN2024,CHG,12.00,WIRE,5411,CHG MOBILE REF594341,31JAN2024,USD
T000000080,A00000057,31JAN2024,PMT,1590.42,POS,5912,PMT MOBILE REF193171,31JAN2024,USD
T000000081,A00000058,31JAN2024,INT,223.19,BRANCH,5912,INT POS REF649758,31JAN2024,USD
T000000082,A00000058,31JAN2024,CHG,3.00,BRANCH,6011,CHG ONLINE REF779766,31JAN2024,USD
T000000083,A00000059,31JAN2024,CHG,9.95,POS,5812,CHG ONLINE REF110586,31JAN2024,USD
T000000084,A00000060,31JAN2024,DEP,94.40,BRANCH,4900,DEP BRANCH REF565281,31JAN2024,USD
T000000085,A00000060,31JAN2024,DEP,93.00,WIRE,5541,DEP ACH REF453961,31JAN2024,USD
T000000086,A00000061,31JAN2024,CHG,25.00,BRANCH,4900,CHG WIRE REF437469,01FEB2024,USD
T000000087,A00000063,31JAN2024,PMT,323.15,POS,5912,PMT ACH REF796727,31JAN2024,USD
T000000088,A00000063,31JAN2024,ADJ,-307.78,ONLINE,6011,ADJ POS REF326615,31JAN2024,USD
T000000089,A00000063,31JAN2024,INT,162.90,ACH,5411,INT ATM REF809155,31JAN2024,USD
T000000090,A00000064,31JAN2024,WDR,146.74,BRANCH,5812,WDR ATM REF547937,31JAN2024,USD
T000000091,A00000064,31JAN2024,REV,3.23,BRANCH,5912,REV BRANCH REF502940,31JAN2024,USD
T000000092,A00000064,31JAN2024,DEP,136.10,BRANCH,5912,DEP POS REF771915,31JAN2024,USD
T000000093,A00000064,31JAN2024,WDR,47.93,MOBILE,5812,WDR ONLINE REF806389,31JAN2024,USD
T000000094,A00000064,31JAN2024,REV,35.98,BRANCH,5411,REV ONLINE REF829566,31JAN2024,USD
T000000095,A00000064,31JAN2024,DEP,107.83,ATM,5541,DEP ATM REF853536,31JAN2024,USD
T000000096,A00000065,31JAN2024,DEP,11.13,BRANCH,5541,DEP MOBILE REF243498,31JAN2024,USD
T000000097,A00000066,31JAN2024,PMT,2882.15,ACH,5541,PMT ACH REF240779,31JAN2024,USD
T000000098,A00000067,31JAN2024,PMT,2022.87,ONLINE,4900,PMT ONLINE REF571850,31JAN2024,USD
T000000099,A00000067,31JAN2024,PMT,2313.22,WIRE,5541,PMT WIRE REF358966,31JAN2024,USD
T000000100,A00000068,31JAN2024,DEP,77.10,ATM,0000,DEP BRANCH REF901542,31JAN2024,USD
T000000101,A00000069,31JAN2024,WDR,31.58,POS,5541,WDR ONLINE REF438788,31JAN2024,USD
T000000102,A00000070,31JAN2024,INT,124.62,WIRE,5812,INT MOBILE REF762024,31JAN2024,USD
T000000103,A00000071,31JAN2024,INT,197.73,WIRE,6011,INT BRANCH REF329006,31JAN2024,USD
T000000104,A00000071,31JAN2024,REF,1763.27,BRANCH,5812,REF BRANCH REF974172,31JAN2024,USD
T000000105,A00000071,31JAN2024,CHG,12.00,ONLINE,4900,CHG POS REF607973,31JAN2024,USD
T000000106,A00000071,31JAN2024,CHG,12.00,WIRE,4900,CHG POS REF894825,01FEB2024,USD
T000000107,A00000071,31JAN2024,PMT,1692.21,ACH,5411,PMT ONLINE REF342868,31JAN2024,USD
T000000108,A00000071,31JAN2024,INT,71.75,ONLINE,6011,INT POS REF762292,31JAN2024,USD
T000000109,A00000075,31JAN2024,WDR,130.18,ONLINE,5541,WDR BRANCH REF706912,31JAN2024,USD
T000000110,A00000076,31JAN2024,CHG,25.00,POS,0000,CHG BRANCH REF275542,01FEB2024,USD
T000000111,A00000076,31JAN2024,REF,2655.95,POS,4900,REF BRANCH REF887904,31JAN2024,USD
T000000112,A00000076,31JAN2024,CHG,35.00,BRANCH,5912,CHG MOBILE REF239931,31JAN2024,USD
T000000113,A00000076,31JAN2024,PMT,1806.60,POS,5541,PMT POS REF686671,31JAN2024,USD
T000000114,A00000076,31JAN2024,FEE,3.00,POS,5541,FEE WIRE REF245363,31JAN2024,USD
T000000115,A00000076,31JAN2024,CHG,12.00,BRANCH,7011,CHG POS REF911121,31JAN2024,USD
T000000116,A00000077,31JAN2024,TRF,105.75,POS,5541,TRF ATM REF891617,31JAN2024,USD
T000000117,A00000080,31JAN2024,DEP,12.10,ONLINE,5411,DEP MOBILE REF628706,31JAN2024,USD
T000000118,A00000081,31JAN2024,DEP,152.90,BRANCH,7011,DEP ONLINE REF915331,31JAN2024,USD
T000000119,A00000082,31JAN2024,DEP,292.33,ACH,6011,DEP ACH REF998747,01FEB2024,USD
T000000120,A00000084,31JAN2024,REF,2089.40,ATM,5541,REF POS REF316116,01FEB2024,USD
T000000121,A00000084,31JAN2024,CHG,35.00,MOBILE,7011,CHG BRANCH REF438947,01FEB2024,USD
T000000122,A00000084,31JAN2024,CHG,9.95,ACH,7011,CHG BRANCH REF337230,31JAN2024,USD
T000000123,A00000085,31JAN2024,FEE,3.00,BRANCH,5541,FEE POS REF528793,31JAN2024,USD
T000000124,A00000085,31JAN2024,CHG,25.00,ATM,5812,CHG WIRE REF107082,31JAN2024,USD
T000000125,A00000087,31JAN2024,DEP,36.69,ONLINE,6011,DEP BRANCH REF882760,01FEB2024,USD
T000000126,A00000089,31JAN2024,CHG,3.00,WIRE,5411,CHG ONLINE REF294202,01FEB2024,USD
T000000127,A00000089,31JAN2024,CHG,35.00,MOBILE,4900,CHG MOBILE REF605564,31JAN2024,USD
T000000128,A00000089,31JAN2024,CHG,35.00,ATM,5912,CHG POS REF779492,31JAN2024,USD
T000000129,A00000089,31JAN2024,CHG,25.00,POS,5812,CHG BRANCH REF275083,31JAN2024,USD
T000000130,A00000089,31JAN2024,CHG,3.00,POS,5912,CHG BRANCH REF262966,31JAN2024,USD
T000000131,A00000089,31JAN2024,CHG,3.00,ACH,7011,CHG BRANCH REF310955,31JAN2024,USD
T000000132,A00000092,31JAN2024,PMT,536.68,WIRE,5912,PMT BRANCH REF405262,31JAN2024,USD
T000000133,A00000092,31JAN2024,FEE,9.95,ACH,0000,FEE MOBILE REF169223,31JAN2024,USD
T000000134,A00000092,31JAN2024,FEE,9.95,ATM,7011,FEE BRANCH REF316593,31JAN2024,USD
T000000135,A00000093,31JAN2024,WDR,2.01,POS,5411,WDR ATM REF179343,31JAN2024,USD
T000000136,A00000093,31JAN2024,DEP,161.27,ATM,7011,DEP WIRE REF734819,31JAN2024,USD
T000000137,A00000095,31JAN2024,WDR,6864.74,MOBILE,6011,FEE POS REF449118,31JAN2024,USD
T000000138,A00000099,31JAN2024,FEE,3.00,BRANCH,7011,FEE WIRE REF166460,01FEB2024,USD
T000000139,A00000101,31JAN2024,WDR,367.85,POS,4900,WDR ACH REF724522,01FEB2024,USD
T000000140,A00000101,31JAN2024,TRF,194.84,ACH,5541,TRF BRANCH REF230606,01FEB2024,USD
T000000141,A00000101,31JAN2024,DEP,76.68,ONLINE,7011,DEP WIRE REF934387,31JAN2024,USD
T000000142,A00000103,31JAN2024,CHG,9.95,POS,0000,CHG POS REF289990,31JAN2024,USD
T000000143,A00000103,31JAN2024,FEE,35.00,BRANCH,7011,FEE ONLINE REF644732,01FEB2024,USD
T000000144,A00000104,31JAN2024,PMT,992.49,POS,6011,PMT BRANCH REF383841,01FEB2024,USD
T000000145,A00000104,31JAN2024,PMT,893.50,POS,5411,PMT POS REF135414,31JAN2024,USD
T000000146,A00000107,31JAN2024,DEP,9.19,BRANCH,0000,DEP ATM REF859062,01FEB2024,USD
T000000147,A00000107,31JAN2024,WDR,82.13,POS,6011,WDR MOBILE REF953639,01FEB2024,USD
T000000148,A00000110,31JAN2024,FEE,12.00,WIRE,5812,FEE WIRE REF764017,31JAN2024,USD
T000000149,A00000110,31JAN2024,CHG,12.00,BRANCH,5912,CHG ACH REF435198,31JAN2024,USD
T000000150,A00000111,31JAN2024,PMT,61.65,ONLINE,4900,PMT ATM REF309246,31JAN2024,USD
T000000151,A00000112,31JAN2024,PMT,879.16,POS,7011,PMT WIRE REF165939,31JAN2024,USD
T000000152,A00000113,31JAN2024,WDR,1579.25,WIRE,4900,WDR BRANCH REF166994,31JAN2024,USD
T000000153,A00000114,31JAN2024,INT,117.71,ONLINE,0000,INT WIRE REF360420,31JAN2024,USD
T000000154,A00000114,31JAN2024,DEP,49.98,BRANCH,7011,DEP MOBILE REF793972,31JAN2024,USD
T000000155,A00000114,31JAN2024,WDR,95.09,ONLINE,4900,WDR ATM REF810482,31JAN2024,USD
T000000156,A00000115,31JAN2024,WDR,117.79,BRANCH,4900,WDR ACH REF789219,31JAN2024,USD
T000000157,A00000115,31JAN2024,WDR,139.22,POS,7011,WDR BRANCH REF363462,31JAN2024,USD
T000000158,A00000115,31JAN2024,WDR,111.03,WIRE,6011,WDR BRANCH REF845515,31JAN2024,USD
T000000159,A00000117,31JAN2024,FEE,35.00,ACH,7011,FEE WIRE REF763799,31JAN2024,USD
T000000160,A00000118,31JAN2024,DEP,389.28,ONLINE,0000,DEP WIRE REF306022,31JAN2024,USD
T000000161,A00000118,31JAN2024,WDR,141.75,MOBILE,7011,WDR ATM REF805172,31JAN2024,USD
T000000162,A00000118,31JAN2024,ADJ,19.72,ACH,0000,ADJ ATM REF496722,31JAN2024,USD
T000000163,A00000118,31JAN2024,WDR,37.65,ATM,5541,WDR BRANCH REF978948,31JAN2024,USD
T000000164,A00000118,31JAN2024,WDR,29.86,POS,5541,WDR WIRE REF739379,31JAN2024,USD
T000000165,A00000118,31JAN2024,INT,80.51,MOBILE,4900,INT POS REF312669,31JAN2024,USD
T000000166,A00000119,31JAN2024,DEP,152.16,BRANCH,7011,DEP WIRE REF492289,31JAN2024,USD
T000000167,A00000119,31JAN2024,REV,102.04,ONLINE,5812,REV BRANCH REF959030,01FEB2024,USD
T000000168,A00000119,31JAN2024,WDR,127.46,MOBILE,0000,WDR BRANCH REF511791,31JAN2024,USD
T000000169,A00000120,31JAN2024,INT,48.02,ONLINE,5812,INT MOBILE REF339896,31JAN2024,USD
T000000170,A00000121,31JAN2024,FEE,12.00,MOBILE,6011,FEE ATM REF331652,31JAN2024,USD
T000000171,A00000123,31JAN2024,INT,127.90,BRANCH,4900,INT ONLINE REF850171,31JAN2024,USD
T000000172,A00000125,31JAN2024,WDR,72.38,WIRE,5411,WDR ATM REF751059,31JAN2024,USD
T000000173,A00000125,31JAN2024,WDR,184.87,MOBILE,5541,WDR ATM REF951737,31JAN2024,USD
T000000174,A00000128,31JAN2024,FEE,25.00,MOBILE,6011,FEE MOBILE REF254734,31JAN2024,USD
T000000175,A00000129,31JAN2024,PMT,2047.97,BRANCH,0000,PMT WIRE REF340459,01FEB2024,USD
T000000176,A00000130,31JAN2024,CHG,25.00,ATM,0000,CHG MOBILE REF617159,31JAN2024,USD
T000000177,A00000130,31JAN2024,CHG,25.00,POS,7011,CHG MOBILE REF757589,31JAN2024,USD
T000000178,A00000132,31JAN2024,DEP,43.58,ACH,5541,DEP ATM REF838206,31JAN2024,USD
T000000179,A00000133,31JAN2024,TRF,-14.16,WIRE,6011,TRF ATM REF798306,31JAN2024,USD
T000000180,A00000133,31JAN2024,TRF,-1.03,WIRE,5541,TRF ONLINE REF821230,31JAN2024,USD
T000000181,A00000133,31JAN2024,WDR,137.48,POS,7011,WDR MOBILE REF512842,31JAN2024,USD
T000000182,A00000133,31JAN2024,WDR,486.95,BRANCH,4900,WDR WIRE REF993820,31JAN2024,USD
T000000183,A00000133,31JAN2024,TRF,-653.07,ONLINE,5541,TRF ONLINE REF526473,31JAN2024,USD
T000000184,A00000133,31JAN2024,DEP,186.28,MOBILE,5411,DEP ACH REF407639,01FEB2024,USD
T000000185,A00000134,31JAN2024,INT,233.57,BRANCH,0000,INT MOBILE REF465474,31JAN2024,USD
T000000186,A00000134,31JAN2024,PMT,62.29,ACH,0000,PMT WIRE REF919014,31JAN2024,USD
T000000187,A00000136,31JAN2024,DEP,27.71,ATM,5912,DEP POS REF330972,31JAN2024,USD
T000000188,A00000136,31JAN2024,DEP,273.85,BRANCH,5411,DEP ACH REF122956,31JAN2024,USD
T000000189,A00000136,31JAN2024,DEP,26.45,POS,5812,DEP ONLINE REF331938,31JAN2024,USD
T000000190,A00000137,31JAN2024,WDR,92.13,ATM,7011,WDR MOBILE REF639348,31JAN2024,USD
T000000191,A00000138,31JAN2024,WDR,649.81,ONLINE,4900,WDR ONLINE REF709577,31JAN2024,USD
T000000192,A00000139,31JAN2024,PMT,997.82,ATM,5541,PMT POS REF637073,31JAN2024,USD
T000000193,A00000139,31JAN2024,INT,12.08,MOBILE,6011,INT ATM REF593704,31JAN2024,USD
T000000194,A00000141,31JAN2024,ADJ,191.16,MOBILE,6011,ADJ BRANCH REF299048,31JAN2024,USD
T000000195,A00000142,31JAN2024,WDR,96.79,BRANCH,7011,WDR ACH REF630709,01FEB2024,USD
T000000196,A00000143,31JAN2024,WDR,39.07,ACH,4900,WDR ACH REF897772,31JAN2024,USD
T000000197,A00000143,31JAN2024,DEP,190.06,POS,4900,DEP MOBILE REF647604,31JAN2024,USD
T000000198,A00000145,31JAN2024,FEE,12.00,MOBILE,7011,FEE BRANCH REF584634,31JAN2024,USD
T000000199,A00000146,31JAN2024,TRF,-39.19,POS,0000,TRF ONLINE REF526413,31JAN2024,USD
T000000200,A00000148,31JAN2024,WDR,1676.93,ONLINE,5912,FEE WIRE REF716606,01FEB2024,USD
T000000201,A00000148,31JAN2024,TRF,-6.96,MOBILE,7011,TRF ACH REF342990,31JAN2024,USD
T000000202,A00000148,31JAN2024,DEP,35.89,ACH,5812,DEP ONLINE REF452635,31JAN2024,USD
T000000203,A00000152,31JAN2024,FEE,3.00,ATM,0000,FEE ACH REF753030,31JAN2024,USD
T000000204,A00000152,31JAN2024,TRF,202.32,ACH,5812,TRF ONLINE REF129423,01FEB2024,USD
T000000205,A00000152,31JAN2024,INT,134.16,ACH,5912,INT WIRE REF347421,31JAN2024,USD
T000000206,A00000154,31JAN2024,TRF,-984.85,ACH,0000,TRF ACH REF746379,01FEB2024,USD
T000000207,A00000154,31JAN2024,WDR,229.12,WIRE,4900,WDR POS REF188060,31JAN2024,USD
T000000208,A00000154,31JAN2024,TRF,1.04,BRANCH,6011,TRF BRANCH REF489005,31JAN2024,USD
T000000209,A00000156,31JAN2024,CHG,12.00,BRANCH,5411,CHG POS REF897866,31JAN2024,USD
T000000210,A00000157,31JAN2024,CHG,9.95,ACH,7011,CHG BRANCH REF360873,31JAN2024,USD
T000000211,A00000157,31JAN2024,REF,1549.75,ATM,7011,REF BRANCH REF244232,31JAN2024,USD
T000000212,A00000157,31JAN2024,CHG,12.00,ACH,5812,CHG ONLINE REF250992,31JAN2024,USD
T000000213,A00000159,31JAN2024,DEP,29.05,POS,5912,DEP POS REF785144,31JAN2024,USD
T000000214,A00000159,31JAN2024,TRF,376.31,ATM,6011,TRF MOBILE REF679506,31JAN2024,USD
T000000215,A00000159,31JAN2024,WDR,83.10,WIRE,0000,WDR ACH REF876782,31JAN2024,USD
T000000216,A00000160,31JAN2024,TRF,27.67,WIRE,7011,TRF ATM REF631642,31JAN2024,USD
T000000217,A00000163,31JAN2024,CHG,25.00,ATM,7011,CHG ATM REF884025,31JAN2024,USD
T000000218,A00000170,31JAN2024,FEE,12.00,POS,6011,FEE POS REF717550,31JAN2024,USD
T000000219,A00000173,31JAN2024,CHG,3.00,ONLINE,6011,CHG BRANCH REF257850,31JAN2024,USD
T000000220,A00000174,31JAN2024,PMT,2770.47,MOBILE,6011,PMT BRANCH REF704930,31JAN2024,USD
T000000221,A00000174,31JAN2024,PMT,228.13,BRANCH,4900,PMT ACH REF846071,31JAN2024,USD
T000000222,A00000174,31JAN2024,CHG,35.00,POS,4900,CHG MOBILE REF720729,31JAN2024,USD
T000000223,A00000175,31JAN2024,DEP,184.15,ATM,6011,DEP MOBILE REF575244,31JAN2024,USD
T000000224,A00000175,31JAN2024,FEE,12.00,WIRE,6011,FEE WIRE REF510913,31JAN2024,USD
T000000225,A00000176,31JAN2024,FEE,9.95,POS,5541,FEE BRANCH REF817005,31JAN2024,USD
T000000226,A00000177,31JAN2024,CHG,25.00,MOBILE,4900,CHG WIRE REF915407,31JAN2024,USD
T000000227,A00000177,31JAN2024,PMT,1991.75,BRANCH,5541,PMT ONLINE REF597648,31JAN2024,USD
T000000228,A00000178,31JAN2024,CHG,3.00,POS,7011,CHG ATM REF725121,01FEB2024,USD
T000000229,A00000178,31JAN2024,PMT,2341.05,MOBILE,4900,PMT ONLINE REF225400,31JAN2024,USD
T000000230,A00000178,31JAN2024,ADJ,-3097.24,MOBILE,5912,ADJ ACH REF716558,31JAN2024,USD
T000000231,A00000179,31JAN2024,CHG,25.00,ATM,5411,CHG WIRE REF715243,31JAN2024,USD
T000000232,A00000179,31JAN2024,PMT,755.24,WIRE,5912,PMT BRANCH REF588901,31JAN2024,USD
T000000233,A00000181,31JAN2024,CHG,12.00,ACH,5812,CHG ONLINE REF456227,31JAN2024,USD
T000000234,A00000181,31JAN2024,PMT,1725.59,ONLINE,4900,PMT ONLINE REF225530,31JAN2024,USD
T000000235,A00000182,31JAN2024,WDR,1467.46,BRANCH,6011,WDR ATM REF626144,31JAN2024,USD
T000000236,A00000182,31JAN2024,ADJ,90.96,WIRE,5411,ADJ MOBILE REF781587,31JAN2024,USD
T000000237,A00000182,31JAN2024,WDR,23.65,MOBILE,7011,WDR BRANCH REF856471,31JAN2024,USD
T000000238,A00000183,31JAN2024,WDR,532.91,POS,0000,WDR ATM REF175239,31JAN2024,USD
T000000239,A00000183,31JAN2024,WDR,108.70,ATM,4900,WDR WIRE REF263336,31JAN2024,USD
T000000240,A00000183,31JAN2024,WDR,11.48,BRANCH,5541,WDR POS REF986369,31JAN2024,USD
T000000241,A00000185,31JAN2024,WDR,1.35,BRANCH,7011,WDR MOBILE REF728106,31JAN2024,USD
T000000242,A00000185,31JAN2024,TRF,-109.26,WIRE,5411,TRF ONLINE REF536231,31JAN2024,USD
T000000243,A00000185,31JAN2024,WDR,36.38,ATM,4900,WDR BRANCH REF810880,31JAN2024,USD
T000000244,A00000187,31JAN2024,INT,71.70,WIRE,5912,INT POS REF949695,31JAN2024,USD
T000000245,A00000187,31JAN2024,FEE,12.00,BRANCH,5812,FEE POS REF909037,01FEB2024,USD
T000000246,A00000188,31JAN2024,WDR,1747106.49,ACH,7011,CHG POS REF999713,31JAN2024,USD
T000000247,A00000189,31JAN2024,WDR,113.00,POS,7011,WDR ONLINE REF536650,31JAN2024,USD
T000000248,A00000190,31JAN2024,PMT,1733.34,ONLINE,4900,PMT ATM REF749670,31JAN2024,USD
T000000249,A00000190,31JAN2024,PMT,2033.64,ACH,6011,PMT MOBILE REF193803,31JAN2024,USD
T000000250,A00000190,31JAN2024,FEE,12.00,ATM,5541,FEE ONLINE REF373372,31JAN2024,USD
T000000251,A00000191,31JAN2024,DEP,89.89,POS,5541,DEP ACH REF514379,31JAN2024,USD
