CUSTOMER_ID,SCORE_DATE,FICO_SCORE,VANTAGE_SCORE,BUREAU_INQS_6MO,BUREAU_TRADES_OPEN,BUREAU_DEROGS,BUREAU_UTIL_PCT,BUREAU_OLDEST_TRADE_MO
C0000243,31DEC2023,738,714,1,6,0,43.56,407
C0000244,31OCT2023,626,646,0,22,0,19.90,253
C0000244,31DEC2023,642,647,1,22,0,37.96,74
C0000245,31OCT2023,711,712,5,2,1,17.43,236
C0000245,31DEC2023,710,717,1,1,0,11.74,183
C0000246,31OCT2023,681,694,0,13,0,2.81,101
C0000246,31DEC2023,669,645,0,17,0,7.86,364
C0000247,31OCT2023,642,626,1,16,0,57.81,345
C0000247,31DEC2023,633,652,3,17,0,84.66,412
C0000248,31OCT2023,739,745,1,12,0,53.95,178
C0000248,31DEC2023,741,729,0,2,0,50.40,196
C0000249,31OCT2023,727,733,0,7,0,82.36,333
C0000249,31DEC2023,754,736,3,9,4,30.32,165
C0000250,31OCT2023,712,714,2,19,2,74.70,168
C0000250,31DEC2023,736,741,3,5,0,37.90,135
